generation,rank_1,rank_2,swapAccepted
1000,1,3,1
2000,1,3,1
3000,2,3,1
4000,2,3,1
5000,1,3,1
6000,2,3,1
7000,1,3,1
8000,2,3,1
9000,1,3,1
10000,1,2,1
11000,2,3,1
12000,1,3,1
13000,1,2,1
14000,1,2,1
15000,1,3,1
16000,1,3,1
17000,1,2,1
18000,1,2,1
19000,1,3,1
20000,2,3,1
21000,1,2,1
22000,2,3,1
23000,1,2,1
24000,2,3,1
25000,1,2,1
26000,1,3,1
27000,1,3,1
28000,1,3,1
29000,1,3,1
30000,1,2,1
31000,1,3,1
32000,1,2,1
33000,1,3,1
34000,2,3,1
35000,1,3,1
36000,1,3,1
37000,1,3,1
38000,1,3,1
39000,1,2,0
40000,1,3,1
41000,2,3,1
42000,1,2,1
43000,1,2,1
44000,1,3,1
45000,1,2,1
46000,2,3,1
47000,1,2,1
48000,2,3,1
49000,1,3,1
50000,2,3,1
51000,1,3,1
52000,1,3,1
53000,2,3,1
54000,1,3,1
55000,1,2,1
56000,1,2,1
57000,1,2,1
58000,1,2,1
59000,1,3,1
60000,1,2,1
61000,1,3,0
62000,1,3,0
63000,1,3,0
64000,2,3,1
65000,1,3,1
66000,1,2,1
67000,2,3,1
68000,1,3,1
69000,1,2,1
70000,2,3,1
71000,2,3,1
72000,2,3,1
73000,1,2,1
74000,1,2,1
75000,1,3,0
76000,1,2,1
77000,2,3,1
78000,2,3,1
79000,1,2,1
80000,2,3,1
81000,1,3,1
82000,2,3,1
83000,1,3,1
84000,1,3,1
85000,2,3,1
86000,2,3,1
87000,2,3,1
88000,1,3,1
89000,1,2,0
90000,1,3,1
91000,2,3,1
92000,1,3,1
93000,1,3,1
94000,1,2,1
95000,1,3,0
96000,1,3,0
97000,2,3,1
98000,2,3,1
99000,2,3,1
100000,1,3,0
101000,1,2,1
102000,2,3,0
103000,1,2,1
104000,1,2,1
105000,1,3,1
106000,2,3,1
107000,1,3,1
108000,1,2,1
109000,1,3,1
110000,1,2,1
111000,1,3,0
112000,2,3,1
113000,1,3,0
114000,2,3,1
115000,2,3,0
116000,1,3,0
117000,2,3,1
118000,1,2,0
119000,1,3,0
120000,1,3,1
121000,1,2,1
122000,1,3,1
123000,1,2,0
124000,1,2,1
125000,1,2,1
126000,1,2,1
127000,1,3,1
128000,1,3,1
129000,2,3,0
130000,2,3,1
131000,1,2,1
132000,1,3,1
