generation,rank_1,rank_2,swapAccepted
1000,1,2,1
2000,2,3,1
3000,1,2,1
4000,1,2,1
5000,1,2,1
6000,2,3,1
7000,1,3,1
8000,1,3,1
9000,2,3,1
10000,2,3,1
11000,2,3,1
12000,1,3,0
13000,2,3,1
14000,1,3,1
15000,1,3,1
16000,2,3,1
17000,2,3,1
18000,1,3,1
19000,1,3,1
20000,2,3,1
21000,1,3,1
22000,1,3,1
23000,1,2,1
24000,1,2,1
25000,1,2,0
26000,1,3,1
27000,2,3,1
28000,1,2,1
29000,1,3,1
30000,2,3,1
31000,1,2,1
32000,1,2,1
33000,1,3,1
34000,1,2,1
35000,1,2,1
36000,1,3,1
37000,1,2,1
38000,1,2,0
39000,1,3,0
40000,1,3,1
41000,1,3,1
42000,2,3,0
43000,1,3,0
44000,2,3,0
45000,2,3,0
46000,1,2,1
47000,2,3,1
48000,2,3,1
49000,1,3,0
50000,1,2,1
51000,2,3,1
52000,1,2,1
53000,1,2,1
54000,1,2,1
55000,1,2,1
56000,2,3,1
57000,1,2,1
58000,1,2,1
59000,1,2,1
60000,1,3,0
61000,1,2,1
62000,1,3,0
63000,1,2,1
64000,1,3,1
65000,2,3,1
66000,2,3,1
67000,1,2,1
68000,2,3,1
69000,1,2,1
70000,1,2,1
71000,1,3,1
72000,1,2,1
73000,2,3,1
74000,1,2,1
75000,2,3,1
76000,1,3,1
77000,2,3,1
78000,2,3,0
79000,1,3,0
80000,2,3,0
81000,1,3,0
82000,1,2,1
83000,1,3,0
84000,1,3,1
85000,2,3,1
86000,2,3,1
87000,1,3,1
88000,1,2,1
89000,1,2,1
90000,1,2,1
91000,1,3,1
92000,1,3,1
93000,1,3,0
94000,1,3,0
95000,1,2,1
96000,2,3,1
97000,2,3,1
98000,1,2,1
99000,1,3,0
100000,2,3,0
101000,1,3,0
102000,2,3,0
103000,2,3,1
104000,2,3,1
105000,2,3,0
106000,1,3,0
107000,2,3,0
108000,1,3,0
109000,1,3,0
110000,1,2,0
111000,1,3,0
112000,1,2,1
113000,1,3,0
114000,2,3,0
115000,2,3,0
116000,1,3,0
117000,2,3,0
118000,2,3,0
119000,1,3,1
120000,1,2,1
121000,1,3,1
122000,1,2,0
123000,2,3,1
124000,1,3,0
125000,2,3,0
126000,1,2,0
127000,2,3,1
128000,1,3,0
129000,2,3,1
130000,2,3,0
131000,1,2,1
132000,1,2,1
133000,2,3,0
134000,1,3,0
135000,1,2,0
136000,1,3,0
137000,1,3,0
138000,1,3,0
139000,1,3,0
140000,1,2,0
141000,1,3,0
142000,1,2,1
143000,2,3,0
144000,1,3,0
145000,2,3,0
146000,1,3,0
147000,2,3,0
