generation,rank_1,rank_2,swapAccepted
1000,1,3,1
2000,2,3,1
3000,1,3,1
4000,1,3,1
5000,1,3,1
6000,1,3,0
7000,2,3,1
8000,1,2,1
9000,2,3,1
10000,1,2,1
11000,1,2,1
12000,1,2,1
13000,1,3,1
14000,1,2,1
15000,1,3,1
16000,1,3,1
17000,2,3,1
18000,1,3,1
19000,1,2,1
20000,2,3,0
21000,1,3,0
22000,1,2,1
23000,2,3,1
24000,2,3,1
25000,1,2,1
26000,1,2,1
27000,1,2,1
28000,2,3,1
29000,1,3,0
30000,1,3,1
31000,1,2,1
32000,1,2,1
33000,1,3,1
34000,1,3,0
35000,1,3,0
36000,1,3,0
37000,2,3,1
38000,1,2,1
39000,1,2,1
40000,2,3,0
41000,2,3,0
42000,2,3,1
43000,2,3,1
44000,2,3,0
45000,2,3,1
46000,1,3,1
47000,1,3,1
48000,1,2,0
49000,2,3,1
50000,1,3,0
51000,1,2,1
52000,2,3,0
53000,1,3,0
54000,1,3,0
55000,1,2,1
56000,2,3,0
57000,2,3,0
58000,2,3,0
59000,1,3,0
60000,1,2,1
61000,1,3,0
62000,1,2,1
63000,1,2,0
64000,1,3,0
65000,2,3,0
66000,1,2,1
67000,1,3,0
68000,1,2,1
69000,1,3,0
70000,1,3,0
71000,1,2,1
72000,2,3,1
73000,2,3,1
74000,1,3,0
75000,1,2,1
76000,2,3,0
77000,1,3,0
78000,1,3,0
79000,1,3,0
80000,2,3,0
81000,1,2,1
82000,2,3,0
83000,1,2,1
84000,1,3,0
85000,2,3,0
86000,1,2,0
87000,1,3,0
88000,1,3,0
89000,1,2,1
90000,2,3,0
91000,2,3,1
92000,2,3,1
93000,1,2,1
94000,1,2,0
95000,1,2,1
96000,1,2,1
97000,1,2,1
98000,1,2,1
99000,1,2,0
100000,1,3,0
101000,1,2,0
102000,2,3,1
103000,2,3,1
104000,1,2,1
105000,2,3,1
106000,2,3,1
107000,1,3,1
108000,1,3,1
109000,1,2,1
110000,1,2,1
111000,1,3,1
112000,2,3,1
113000,1,2,1
114000,2,3,1
115000,2,3,1
116000,1,2,1
117000,2,3,1
118000,2,3,0
119000,1,3,1
120000,1,2,1
121000,2,3,1
122000,1,2,0
123000,1,3,0
124000,1,3,1
125000,1,2,1
126000,1,3,1
127000,1,2,1
128000,1,3,1
129000,1,3,1
130000,2,3,1
131000,2,3,1
132000,1,2,1
133000,2,3,1
134000,2,3,1
135000,1,3,1
136000,1,3,1
137000,1,2,1
138000,1,3,0
139000,1,2,1
140000,2,3,1
141000,1,2,1
142000,2,3,1
143000,1,3,1
144000,1,2,1
145000,1,3,1
146000,2,3,1
147000,1,2,1
148000,1,3,1
149000,1,2,1
150000,1,2,1
151000,2,3,1
152000,2,3,1
153000,1,3,1
154000,2,3,1
155000,1,3,0
156000,2,3,1
157000,2,3,1
158000,2,3,1
159000,1,3,1
160000,1,3,1
161000,2,3,1
162000,1,3,1
163000,1,2,1
164000,2,3,1
165000,2,3,1
166000,1,3,1
167000,1,2,0
168000,1,2,0
169000,1,2,0
170000,1,2,1
171000,1,2,1
172000,1,2,1
173000,2,3,1
174000,1,3,1
175000,1,3,1
176000,1,2,1
177000,1,2,1
178000,2,3,1
179000,1,2,1
180000,2,3,1
181000,1,3,1
182000,2,3,1
183000,1,2,1
184000,1,2,1
185000,1,3,1
186000,1,2,1
187000,2,3,0
188000,2,3,1
189000,1,3,1
190000,1,2,1
191000,2,3,1
192000,1,2,1
193000,1,3,1
194000,1,3,1
195000,1,2,0
196000,2,3,1
197000,2,3,0
198000,1,2,1
199000,1,2,1
200000,2,3,0
201000,2,3,1
202000,2,3,1
203000,1,3,1
204000,1,3,1
205000,1,2,1
