generation,rank_1,rank_2,swapAccepted
1000,1,2,1
2000,2,3,1
3000,2,3,1
4000,1,2,1
5000,1,3,0
6000,1,2,1
7000,2,3,1
8000,1,3,1
9000,2,3,1
10000,2,3,1
11000,1,3,1
12000,1,2,1
13000,2,3,1
14000,1,3,1
15000,1,2,1
16000,1,2,1
17000,1,2,1
18000,2,3,1
19000,1,2,0
20000,1,3,1
21000,2,3,1
22000,1,2,1
23000,1,3,1
24000,2,3,0
25000,2,3,1
26000,1,3,1
27000,1,2,1
28000,1,3,1
29000,1,2,1
30000,1,2,0
31000,2,3,1
32000,1,3,1
33000,1,2,1
34000,2,3,1
35000,1,3,1
36000,1,3,0
37000,1,3,1
38000,1,2,1
39000,1,3,1
40000,1,3,1
41000,1,2,0
42000,1,2,0
43000,1,3,0
44000,1,2,1
45000,1,3,1
46000,2,3,0
47000,1,3,0
48000,1,3,1
49000,2,3,1
50000,1,2,1
51000,2,3,1
52000,1,3,0
53000,2,3,1
54000,2,3,1
55000,1,3,0
56000,2,3,1
57000,1,2,0
58000,2,3,1
59000,1,2,0
60000,1,2,0
61000,2,3,0
62000,1,3,1
63000,2,3,1
64000,1,3,1
65000,1,2,1
66000,2,3,1
67000,1,2,0
68000,1,3,0
69000,1,3,0
70000,1,2,0
71000,2,3,1
72000,1,3,0
73000,1,3,0
74000,1,3,1
75000,2,3,1
76000,1,2,1
77000,2,3,1
78000,2,3,0
79000,2,3,1
80000,1,2,0
81000,2,3,1
82000,1,2,0
83000,1,3,0
84000,2,3,1
85000,1,3,0
86000,1,2,0
87000,2,3,1
88000,1,3,0
89000,1,3,0
90000,2,3,1
91000,1,3,0
92000,2,3,1
93000,1,3,0
94000,2,3,1
95000,2,3,1
96000,1,2,1
97000,1,2,1
98000,1,3,0
99000,2,3,1
100000,2,3,1
101000,1,3,0
102000,2,3,1
103000,2,3,1
104000,1,2,1
105000,1,2,1
106000,1,2,0
107000,2,3,1
108000,1,3,0
109000,1,2,0
110000,1,2,0
111000,1,2,1
112000,1,2,1
113000,1,3,0
114000,1,3,1
115000,2,3,1
116000,1,2,1
117000,2,3,1
118000,1,3,0
119000,2,3,1
120000,1,2,0
121000,2,3,1
122000,1,2,0
123000,1,3,1
124000,1,3,1
125000,2,3,1
126000,2,3,1
127000,1,3,1
128000,2,3,1
129000,1,2,1
130000,1,3,1
131000,1,3,1
132000,2,3,1
133000,2,3,1
134000,1,2,0
135000,1,3,0
136000,2,3,1
137000,1,3,0
138000,1,3,0
139000,1,3,0
140000,1,3,0
141000,2,3,1
142000,1,3,0
143000,1,3,0
144000,1,3,0
145000,2,3,1
146000,1,2,0
147000,1,3,1
