generation,rank_1,rank_2,swapAccepted
1000,2,3,1
2000,2,3,1
3000,1,2,1
4000,2,3,1
5000,1,2,1
6000,1,2,1
7000,2,3,1
8000,1,3,1
9000,2,3,1
10000,2,3,1
11000,1,3,1
12000,1,3,1
13000,1,2,1
14000,1,3,1
15000,2,3,1
16000,1,3,1
17000,1,3,1
18000,2,3,1
19000,2,3,1
20000,1,3,1
21000,1,3,1
22000,1,2,1
23000,1,2,1
24000,2,3,1
25000,1,3,1
26000,1,2,1
27000,1,2,1
28000,2,3,1
29000,1,2,1
30000,2,3,1
31000,1,2,1
32000,2,3,1
33000,1,2,1
34000,2,3,1
35000,2,3,1
36000,1,3,1
37000,2,3,1
38000,1,3,1
39000,2,3,1
40000,2,3,1
41000,2,3,1
42000,1,2,1
43000,1,3,1
44000,1,2,1
45000,1,3,1
46000,1,2,1
47000,2,3,1
48000,1,3,1
49000,2,3,1
50000,1,2,1
51000,2,3,1
52000,1,2,0
53000,2,3,1
54000,1,2,1
55000,1,3,1
56000,2,3,0
57000,1,3,1
58000,1,2,1
59000,1,2,1
60000,2,3,0
61000,2,3,1
62000,1,2,1
63000,1,2,1
64000,1,3,1
65000,2,3,1
66000,1,3,1
67000,1,2,1
68000,1,3,1
69000,2,3,1
70000,2,3,0
71000,2,3,1
72000,1,2,1
73000,1,2,1
74000,1,3,1
75000,2,3,1
76000,1,3,1
77000,1,2,1
78000,1,3,0
79000,2,3,1
80000,1,3,0
81000,1,2,0
82000,2,3,1
83000,1,2,0
84000,1,3,0
85000,1,3,1
86000,1,2,1
87000,1,2,1
88000,2,3,1
89000,1,3,1
90000,1,2,1
91000,1,3,1
92000,1,3,1
93000,1,2,0
94000,1,2,0
95000,2,3,1
96000,1,2,1
97000,1,3,1
98000,2,3,1
99000,2,3,1
100000,1,3,1
101000,1,3,1
102000,2,3,1
103000,1,3,1
104000,2,3,0
105000,2,3,1
106000,1,2,1
107000,1,3,1
108000,1,3,1
109000,1,2,1
110000,1,3,0
111000,2,3,1
112000,2,3,1
113000,1,3,0
114000,2,3,1
115000,1,3,1
116000,1,2,1
117000,1,2,0
118000,1,2,0
119000,1,2,0
120000,1,2,0
121000,2,3,1
122000,1,3,1
123000,2,3,1
124000,1,2,1
125000,2,3,1
126000,1,3,0
127000,1,3,1
128000,1,3,1
129000,1,2,1
130000,2,3,1
131000,1,3,0
132000,1,2,0
133000,1,3,1
134000,1,2,1
135000,1,2,1
136000,1,3,1
137000,1,3,1
138000,2,3,1
139000,2,3,1
140000,2,3,1
141000,1,3,1
142000,1,2,1
143000,1,2,1
144000,2,3,1
145000,2,3,0
146000,1,2,1
147000,2,3,1
148000,1,3,1
149000,2,3,1
150000,1,3,1
151000,1,2,1
152000,1,3,1
153000,1,3,1
154000,2,3,1
155000,2,3,1
156000,1,2,1
157000,2,3,1
158000,2,3,1
159000,1,3,1
160000,2,3,1
161000,2,3,1
162000,1,2,1
163000,2,3,1
164000,1,3,1
165000,2,3,1
166000,1,3,1
167000,1,3,0
168000,1,2,1
169000,2,3,0
170000,1,3,1
171000,1,3,1
172000,1,2,1
173000,2,3,0
174000,1,2,1
175000,1,2,1
176000,1,3,0
177000,1,2,1
178000,2,3,1
179000,1,3,1
180000,1,3,0
181000,2,3,1
182000,2,3,1
183000,1,3,1
184000,2,3,1
185000,1,3,0
186000,1,2,1
187000,1,3,0
188000,1,2,1
189000,2,3,0
190000,1,3,1
191000,1,3,1
192000,1,3,1
193000,1,2,1
194000,1,3,1
195000,1,2,1
196000,1,3,1
197000,2,3,1
198000,2,3,1
199000,2,3,1
200000,1,3,1
201000,1,3,1
202000,2,3,1
203000,2,3,1
204000,2,3,1
205000,2,3,1
206000,2,3,1
207000,2,3,1
208000,2,3,1
209000,1,2,1
210000,1,3,1
211000,1,3,1
212000,2,3,1
213000,1,3,1
214000,2,3,1
215000,1,3,1
216000,1,2,1
217000,1,2,1
218000,2,3,1
219000,1,3,1
220000,1,2,1
221000,1,3,1
222000,2,3,1
223000,1,2,1
224000,1,3,0
225000,2,3,1
226000,1,2,0
227000,2,3,1
228000,2,3,1
229000,2,3,1
230000,1,2,1
231000,1,3,1
232000,1,2,1
233000,1,3,0
234000,1,3,1
235000,1,3,1
236000,1,2,0
237000,1,2,1
238000,1,3,1
239000,1,3,1
240000,1,2,1
241000,1,3,1
242000,1,2,1
243000,1,2,1
244000,1,2,1
245000,2,3,1
246000,2,3,1
247000,1,3,1
248000,1,2,1
249000,2,3,1
250000,1,3,1
251000,2,3,1
252000,2,3,1
253000,1,2,1
254000,1,2,1
255000,1,2,0
256000,2,3,1
257000,1,3,0
258000,1,2,1
259000,1,3,1
260000,1,3,1
261000,1,3,1
262000,1,2,1
263000,1,3,1
264000,2,3,1
265000,2,3,0
266000,1,3,1
267000,1,3,1
268000,1,2,1
269000,1,3,0
270000,1,2,0
271000,1,3,0
272000,1,2,1
273000,2,3,1
274000,1,2,1
275000,1,2,1
276000,1,3,1
277000,2,3,1
278000,1,3,0
279000,2,3,1
280000,1,3,0
281000,1,2,0
282000,1,2,0
283000,2,3,1
284000,1,2,1
285000,2,3,0
286000,2,3,1
287000,1,2,0
288000,1,2,1
289000,2,3,1
290000,1,3,1
291000,2,3,1
292000,2,3,1
293000,1,3,1
294000,1,2,1
295000,2,3,1
296000,2,3,0
297000,2,3,1
298000,2,3,1
299000,1,3,0
300000,1,3,0
301000,1,3,1
302000,1,3,1
303000,1,2,1
304000,1,2,1
305000,1,3,1
306000,2,3,1
307000,1,3,1
308000,1,2,1
309000,2,3,1
310000,2,3,1
311000,1,3,1
312000,1,3,1
313000,2,3,1
314000,1,3,0
315000,1,2,0
316000,1,3,1
317000,2,3,1
318000,1,2,1
319000,1,2,1
320000,1,2,1
321000,2,3,1
322000,2,3,1
323000,1,3,1
324000,1,3,1
325000,1,2,0
326000,2,3,1
327000,1,3,0
328000,2,3,1
329000,1,3,1
330000,2,3,1
331000,2,3,1
332000,2,3,1
333000,2,3,1
334000,1,3,1
335000,1,2,0
336000,1,2,0
337000,1,3,0
338000,1,2,1
339000,2,3,1
340000,2,3,1
341000,1,3,1
342000,1,2,1
343000,2,3,0
344000,2,3,0
345000,2,3,1
346000,1,2,0
347000,2,3,1
348000,2,3,1
349000,1,2,0
350000,1,3,0
351000,1,3,0
352000,1,3,0
353000,2,3,1
354000,1,3,0
355000,1,3,1
356000,2,3,1
357000,1,3,1
358000,1,3,0
359000,2,3,1
360000,1,3,1
361000,1,2,1
362000,1,2,1
363000,1,3,0
364000,1,2,1
365000,1,3,1
366000,2,3,1
367000,2,3,1
368000,1,2,1
369000,2,3,1
370000,1,3,1
371000,2,3,1
372000,1,3,0
373000,2,3,1
374000,2,3,1
375000,1,2,1
376000,1,2,1
377000,1,3,1
378000,1,2,1
379000,2,3,1
380000,1,2,1
381000,2,3,1
382000,1,2,0
383000,2,3,1
384000,1,2,1
385000,1,2,1
386000,1,2,1
387000,2,3,1
388000,1,2,1
389000,2,3,1
390000,1,3,1
391000,1,2,1
392000,2,3,1
393000,1,3,1
394000,1,2,0
395000,2,3,1
396000,1,2,1
397000,1,3,0
398000,1,3,1
399000,1,2,1
400000,1,2,0
401000,1,2,0
402000,1,3,1
403000,1,2,1
404000,1,2,1
405000,2,3,1
406000,2,3,1
407000,1,2,1
408000,2,3,1
409000,1,3,1
