generation,rank_1,rank_2,swapAccepted
1000,1,2,1
2000,1,3,1
3000,1,3,1
4000,2,3,1
5000,1,2,1
6000,2,3,1
7000,1,2,1
8000,2,3,1
9000,1,3,1
10000,2,3,1
11000,2,3,1
12000,1,2,1
13000,1,3,1
14000,1,2,1
15000,1,2,0
16000,1,2,1
17000,1,2,1
18000,1,2,1
19000,1,3,1
20000,1,3,0
21000,2,3,0
22000,2,3,0
23000,2,3,0
24000,1,2,1
25000,1,3,0
26000,2,3,1
27000,1,2,0
28000,1,3,1
29000,1,3,1
30000,1,3,0
31000,2,3,1
32000,2,3,1
33000,2,3,1
34000,1,2,1
35000,2,3,1
36000,1,2,1
37000,2,3,1
38000,1,3,1
39000,1,3,0
40000,1,2,1
41000,1,3,0
42000,1,3,0
43000,1,2,0
44000,2,3,1
45000,2,3,1
46000,2,3,1
47000,2,3,1
48000,1,2,0
49000,1,3,0
50000,2,3,1
51000,1,3,0
52000,1,2,1
53000,1,3,1
54000,2,3,1
55000,1,2,1
56000,1,2,1
57000,1,3,1
58000,2,3,1
59000,1,3,0
60000,1,2,0
61000,1,3,0
62000,1,3,0
63000,1,2,0
64000,2,3,1
65000,1,3,0
66000,2,3,1
67000,1,2,0
68000,1,3,0
69000,2,3,1
70000,2,3,1
71000,2,3,1
72000,1,3,0
73000,1,2,0
74000,1,3,0
75000,1,3,0
76000,1,3,0
77000,1,2,0
78000,1,3,0
79000,1,3,0
80000,1,3,0
81000,2,3,1
82000,1,3,0
83000,1,3,0
84000,2,3,0
85000,1,2,0
86000,1,2,0
87000,1,3,0
88000,2,3,0
89000,1,2,0
90000,1,2,0
91000,1,2,0
92000,1,2,0
93000,1,2,0
94000,2,3,1
95000,1,2,0
96000,2,3,1
97000,1,2,0
98000,1,2,0
99000,1,2,0
100000,1,2,0
101000,2,3,0
102000,1,2,1
103000,2,3,0
104000,2,3,0
105000,1,3,0
106000,1,3,0
107000,2,3,0
108000,1,2,1
109000,1,2,0
110000,1,2,0
111000,2,3,1
112000,1,3,0
113000,1,3,0
114000,1,3,0
115000,1,2,0
116000,1,2,0
117000,1,3,0
118000,1,2,1
119000,1,2,1
120000,1,2,0
121000,1,2,1
122000,2,3,0
123000,2,3,1
124000,1,2,1
125000,2,3,1
126000,1,2,1
127000,1,3,0
128000,1,3,0
129000,1,3,0
130000,1,3,0
131000,2,3,1
132000,2,3,1
133000,1,2,0
134000,1,3,0
135000,2,3,0
136000,2,3,1
137000,2,3,1
138000,2,3,1
139000,2,3,1
140000,1,2,0
141000,1,3,0
142000,2,3,1
143000,1,2,1
144000,2,3,0
145000,2,3,1
146000,2,3,1
147000,1,3,0
148000,1,3,1
149000,1,3,1
150000,1,3,1
151000,1,3,1
152000,1,2,1
153000,1,3,0
154000,1,2,0
155000,1,3,0
156000,2,3,1
157000,2,3,1
158000,1,2,0
159000,1,2,0
160000,1,2,0
161000,1,2,1
162000,1,2,1
163000,2,3,1
164000,1,2,0
165000,2,3,1
166000,1,2,1
167000,1,2,1
168000,1,3,0
169000,1,2,1
170000,2,3,0
171000,2,3,0
172000,1,3,0
173000,2,3,0
174000,1,3,1
175000,1,3,1
176000,2,3,1
177000,1,3,1
178000,1,3,0
179000,2,3,1
180000,1,2,0
181000,1,2,0
182000,1,2,0
183000,1,3,0
184000,2,3,1
185000,2,3,1
186000,1,2,1
187000,2,3,0
188000,2,3,0
189000,2,3,0
190000,1,3,1
191000,2,3,1
192000,1,3,1
193000,1,3,0
194000,1,2,0
195000,1,3,0
196000,1,2,0
197000,2,3,0
198000,1,2,0
199000,2,3,1
200000,1,2,0
201000,1,3,0
202000,1,2,0
203000,1,2,0
204000,2,3,1
205000,2,3,1
206000,1,3,1
207000,1,2,0
208000,1,3,1
209000,2,3,1
210000,2,3,0
211000,2,3,1
212000,1,2,0
213000,1,3,0
214000,1,2,0
215000,2,3,1
216000,1,2,0
217000,2,3,1
218000,1,2,0
219000,1,2,0
220000,1,2,0
221000,1,2,0
222000,1,3,0
223000,1,2,0
224000,1,3,0
225000,1,3,0
226000,1,3,0
227000,1,2,0
228000,1,2,1
229000,1,3,1
230000,1,3,0
231000,2,3,0
232000,1,3,1
233000,1,3,1
234000,1,3,0
235000,1,2,1
236000,1,2,1
237000,1,3,0
238000,1,2,1
239000,2,3,1
240000,2,3,1
241000,1,3,0
242000,1,3,0
243000,2,3,0
244000,1,3,0
245000,2,3,0
246000,1,2,0
247000,1,2,1
248000,1,3,0
249000,2,3,0
250000,1,2,1
251000,1,2,1
252000,1,3,1
253000,1,2,1
254000,1,2,1
255000,2,3,0
256000,1,2,1
257000,2,3,1
258000,2,3,0
259000,1,2,1
260000,1,2,1
261000,1,2,0
262000,2,3,0
263000,1,2,1
264000,1,2,1
265000,2,3,0
266000,1,2,1
267000,2,3,0
268000,2,3,0
269000,1,3,1
270000,1,3,1
271000,1,3,0
272000,1,3,0
273000,2,3,0
274000,2,3,0
275000,1,2,1
276000,1,2,1
277000,1,3,0
278000,2,3,0
