generation,rank_1,rank_2,swapAccepted
1000,1,2,1
2000,2,3,1
3000,1,3,1
4000,2,3,1
5000,1,3,1
6000,2,3,1
7000,1,3,1
8000,1,2,1
9000,1,3,1
10000,1,3,1
11000,1,3,1
12000,2,3,1
13000,2,3,1
14000,2,3,1
15000,1,2,1
16000,1,3,1
17000,1,2,1
18000,1,3,1
19000,2,3,1
20000,1,2,1
21000,1,2,1
22000,1,3,1
23000,1,2,1
24000,1,2,1
25000,1,3,1
26000,1,2,1
27000,1,2,1
28000,1,3,1
29000,1,2,1
30000,1,2,1
31000,1,3,1
32000,2,3,1
33000,1,2,1
34000,1,3,1
35000,2,3,1
36000,2,3,1
37000,2,3,1
38000,1,3,1
39000,1,2,1
40000,1,3,1
41000,1,3,1
42000,2,3,1
43000,1,3,1
44000,2,3,1
45000,2,3,1
46000,1,3,1
47000,2,3,1
48000,1,2,1
49000,1,3,0
50000,2,3,1
51000,1,3,1
52000,2,3,1
53000,1,3,1
54000,1,2,1
55000,1,2,0
56000,2,3,1
57000,1,2,1
58000,1,3,1
59000,2,3,0
60000,1,3,1
61000,1,3,0
62000,2,3,0
63000,1,3,1
64000,1,2,1
65000,1,3,0
66000,2,3,1
67000,2,3,1
68000,1,2,0
69000,1,2,0
70000,2,3,1
71000,1,2,0
72000,1,3,0
73000,2,3,1
74000,2,3,1
75000,1,3,0
76000,2,3,1
77000,1,2,1
78000,2,3,0
79000,1,3,1
80000,1,3,1
81000,2,3,0
82000,1,3,1
83000,1,2,1
84000,2,3,1
85000,1,2,1
86000,1,3,0
87000,2,3,0
88000,1,3,1
89000,1,3,1
90000,2,3,0
91000,1,2,1
92000,2,3,1
93000,1,2,0
94000,2,3,1
95000,1,2,1
96000,1,2,1
97000,2,3,1
98000,1,3,0
99000,1,3,1
100000,1,2,1
101000,2,3,1
102000,1,3,1
103000,2,3,1
104000,1,2,1
105000,1,3,1
106000,2,3,1
107000,1,2,0
108000,1,3,1
109000,1,3,1
110000,1,2,1
111000,1,2,1
112000,2,3,1
113000,1,3,1
114000,1,3,1
115000,1,2,1
116000,2,3,0
117000,1,2,1
118000,1,2,0
119000,2,3,1
120000,1,2,1
121000,1,2,1
122000,1,2,0
123000,1,3,1
124000,1,2,0
125000,2,3,1
126000,1,2,1
127000,1,2,1
128000,1,2,1
129000,1,3,0
130000,1,3,1
131000,2,3,1
132000,2,3,1
133000,2,3,1
134000,2,3,1
135000,2,3,1
136000,1,3,1
137000,2,3,1
138000,1,3,1
139000,1,3,1
140000,2,3,1
141000,1,2,1
142000,1,3,1
143000,1,2,1
144000,1,3,1
145000,1,3,1
146000,2,3,1
147000,1,2,1
