generation,rank_1,rank_2,swapAccepted
1000,2,3,0
2000,2,3,1
3000,2,3,1
4000,1,2,1
5000,2,3,1
6000,1,3,1
7000,1,3,0
8000,1,2,1
9000,2,3,0
10000,2,3,0
11000,2,3,1
12000,1,2,1
13000,2,3,1
14000,1,2,1
15000,2,3,1
16000,1,3,1
17000,1,2,1
18000,2,3,1
19000,2,3,1
20000,1,2,1
21000,2,3,1
22000,1,2,1
23000,1,2,1
24000,2,3,0
25000,1,3,1
26000,1,2,1
27000,2,3,1
28000,1,3,1
29000,1,3,1
30000,2,3,1
31000,2,3,1
32000,1,2,0
33000,2,3,1
34000,1,2,1
35000,1,2,1
36000,1,2,1
37000,1,3,1
38000,1,3,1
39000,1,2,1
40000,1,2,1
41000,1,3,0
42000,1,2,1
43000,2,3,1
44000,2,3,1
45000,1,2,1
46000,1,2,1
47000,1,2,0
48000,2,3,0
49000,1,2,1
50000,1,3,1
51000,1,3,1
52000,1,3,1
53000,1,2,1
54000,1,3,1
55000,1,3,1
56000,1,2,0
57000,1,3,0
58000,1,2,0
59000,2,3,1
60000,1,3,0
61000,1,3,0
62000,1,2,0
63000,1,2,1
64000,1,3,1
65000,1,3,1
66000,2,3,1
67000,1,2,1
68000,1,2,1
69000,1,2,1
70000,1,2,1
71000,1,3,1
72000,1,3,0
73000,1,3,0
74000,2,3,1
75000,1,3,0
76000,2,3,1
77000,1,3,0
78000,1,2,0
79000,2,3,1
80000,1,3,0
81000,1,2,1
82000,1,3,1
83000,1,3,1
84000,1,2,1
85000,2,3,1
86000,2,3,1
87000,1,3,0
88000,2,3,1
89000,2,3,1
90000,2,3,1
91000,1,2,0
92000,2,3,1
93000,1,3,0
94000,1,3,0
95000,1,2,1
96000,2,3,1
97000,1,2,1
98000,1,3,1
99000,2,3,1
100000,2,3,1
101000,2,3,1
102000,1,3,0
103000,2,3,1
104000,1,2,1
105000,2,3,0
106000,1,3,1
107000,2,3,1
108000,2,3,1
109000,2,3,0
110000,2,3,0
111000,1,3,1
112000,1,2,1
113000,2,3,1
114000,1,3,0
115000,1,3,0
116000,2,3,1
117000,1,2,1
118000,1,3,1
119000,2,3,0
120000,1,3,1
121000,2,3,0
122000,1,2,1
123000,1,3,1
124000,1,2,1
125000,1,3,1
126000,1,3,0
127000,1,2,1
128000,2,3,0
129000,1,2,1
130000,1,2,0
131000,2,3,1
132000,1,2,1
133000,1,3,1
134000,2,3,1
135000,1,3,1
136000,2,3,1
137000,1,2,0
138000,2,3,1
139000,1,2,1
140000,1,2,1
141000,1,2,0
142000,1,3,0
143000,2,3,1
144000,1,3,0
145000,2,3,1
146000,1,2,0
147000,2,3,1
148000,1,2,1
149000,2,3,0
150000,1,2,1
151000,2,3,1
152000,1,2,1
153000,1,2,1
154000,2,3,1
155000,1,2,1
156000,1,2,1
157000,1,2,1
158000,2,3,1
159000,1,2,1
160000,1,3,1
161000,2,3,1
162000,1,3,0
163000,1,3,0
164000,2,3,1
165000,2,3,1
166000,2,3,1
167000,1,2,1
168000,1,2,1
169000,1,3,0
170000,1,2,1
171000,1,2,1
172000,1,2,0
173000,2,3,1
174000,1,2,0
175000,2,3,1
176000,1,2,1
177000,1,2,1
178000,2,3,1
179000,1,2,0
180000,1,3,0
181000,1,3,0
182000,1,2,0
183000,2,3,1
184000,1,3,0
185000,2,3,0
186000,1,3,0
187000,1,2,1
188000,2,3,0
189000,1,3,0
190000,1,2,1
191000,1,2,1
192000,2,3,0
193000,1,2,1
194000,2,3,1
195000,1,2,1
196000,1,2,1
197000,1,2,0
198000,1,3,0
199000,1,2,1
200000,1,3,1
201000,1,2,1
202000,1,2,1
203000,1,3,0
204000,1,3,0
205000,1,3,0
206000,1,3,1
207000,2,3,1
208000,1,2,1
209000,1,3,1
210000,1,2,0
211000,2,3,1
212000,2,3,0
213000,1,3,0
214000,1,3,0
215000,1,2,0
216000,2,3,0
217000,1,2,0
218000,1,2,1
219000,2,3,1
220000,2,3,1
221000,1,2,1
222000,1,2,0
223000,1,3,0
224000,1,2,0
225000,1,2,1
226000,1,3,0
227000,1,3,1
228000,2,3,0
229000,1,3,1
230000,1,3,1
231000,1,3,1
232000,1,2,1
233000,2,3,0
234000,2,3,0
235000,2,3,0
236000,1,2,0
237000,2,3,0
238000,1,3,0
239000,1,3,0
240000,1,3,0
241000,1,3,0
242000,1,3,0
243000,1,3,0
244000,1,2,0
245000,2,3,1
246000,1,2,0
247000,1,2,0
248000,1,3,0
249000,2,3,1
250000,1,3,0
251000,2,3,1
252000,1,3,0
253000,2,3,1
254000,1,3,0
255000,1,3,0
256000,2,3,0
257000,1,3,0
258000,2,3,1
259000,1,2,0
260000,1,3,0
261000,1,2,0
262000,1,3,0
263000,1,3,0
264000,1,2,0
265000,1,2,0
266000,2,3,1
267000,1,2,0
268000,1,3,0
269000,2,3,1
270000,1,3,0
271000,1,2,0
272000,1,2,0
273000,2,3,1
274000,1,2,0
275000,1,2,0
276000,1,2,0
277000,2,3,1
278000,1,3,0
279000,1,3,0
280000,1,3,0
281000,1,3,0
282000,2,3,1
283000,2,3,1
284000,1,3,0
285000,1,3,0
286000,2,3,1
287000,1,3,0
288000,2,3,0
289000,1,2,0
290000,1,3,0
291000,2,3,0
292000,1,2,0
293000,2,3,1
294000,2,3,1
295000,1,3,0
296000,2,3,1
297000,2,3,1
298000,1,2,0
299000,1,3,0
300000,1,2,0
301000,1,2,0
302000,1,3,0
303000,2,3,1
304000,2,3,1
305000,2,3,1
306000,1,3,0
307000,2,3,1
308000,1,2,1
309000,2,3,0
310000,1,2,1
311000,2,3,1
312000,1,3,0
313000,1,2,0
314000,2,3,1
315000,2,3,0
316000,2,3,0
317000,1,3,0
318000,1,2,0
319000,1,3,0
320000,2,3,0
321000,1,3,0
322000,1,3,0
323000,1,2,0
324000,1,2,0
325000,1,3,0
326000,2,3,0
327000,1,3,0
328000,1,3,0
329000,1,2,0
330000,1,2,0
331000,2,3,0
332000,1,2,0
333000,2,3,0
334000,1,3,0
335000,1,2,1
336000,1,2,1
337000,1,2,0
338000,1,2,0
339000,1,3,0
340000,2,3,0
341000,2,3,0
342000,1,2,1
343000,2,3,0
344000,1,3,0
345000,1,2,1
346000,2,3,0
347000,1,3,0
348000,1,3,0
349000,2,3,1
350000,2,3,1
351000,1,3,0
352000,1,2,1
353000,2,3,0
354000,2,3,0
355000,1,3,0
356000,1,2,1
357000,2,3,0
358000,2,3,0
359000,1,3,0
360000,1,2,0
361000,1,3,0
362000,2,3,0
363000,2,3,0
364000,1,3,0
365000,1,3,0
366000,1,3,0
367000,1,3,0
368000,1,3,0
369000,2,3,0
370000,1,2,1
371000,1,2,1
372000,1,2,1
373000,2,3,0
374000,2,3,0
375000,2,3,0
376000,1,3,0
377000,2,3,0
378000,1,2,1
379000,2,3,0
380000,1,3,0
381000,1,2,1
382000,1,2,1
383000,1,2,1
384000,1,2,1
385000,1,3,0
386000,1,2,0
387000,1,3,0
388000,1,2,1
389000,1,2,1
390000,1,2,1
391000,1,2,1
392000,1,3,0
393000,1,2,1
394000,1,3,0
395000,1,2,0
396000,2,3,0
397000,1,2,0
398000,2,3,0
399000,1,2,1
400000,1,2,1
401000,2,3,0
402000,1,2,0
403000,2,3,0
404000,1,3,0
405000,1,2,1
406000,1,2,1
407000,1,3,0
408000,2,3,0
409000,1,2,1
410000,1,3,0
411000,1,2,1
412000,1,2,0
413000,2,3,0
414000,1,3,0
415000,2,3,0
416000,1,2,0
417000,2,3,0
418000,1,3,0
419000,2,3,0
420000,1,2,1
421000,2,3,0
422000,1,2,1
423000,2,3,0
424000,1,3,0
425000,2,3,0
426000,2,3,0
427000,1,2,1
428000,1,3,0
429000,1,3,0
430000,1,2,1
431000,1,3,0
432000,2,3,0
433000,2,3,0
434000,2,3,0
435000,2,3,0
436000,1,2,1
437000,2,3,0
438000,1,3,0
439000,2,3,0
440000,1,3,0
441000,2,3,0
442000,1,3,0
443000,1,2,1
444000,2,3,0
445000,2,3,0
446000,1,3,0
447000,1,3,0
448000,2,3,0
449000,1,2,1
450000,1,3,0
451000,2,3,0
452000,2,3,0
453000,1,3,0
454000,1,3,0
455000,1,3,0
456000,2,3,0
457000,2,3,0
458000,1,3,0
459000,2,3,0
460000,1,2,1
461000,1,2,1
462000,1,3,0
463000,1,2,1
464000,1,2,1
465000,1,2,1
466000,1,3,0
467000,2,3,0
468000,1,2,1
469000,1,3,0
470000,2,3,0
471000,1,3,0
472000,1,2,1
473000,1,2,0
474000,1,3,0
475000,2,3,0
476000,1,3,0
477000,1,3,0
478000,1,3,0
479000,2,3,0
480000,2,3,0
481000,2,3,0
482000,1,2,1
483000,1,2,1
484000,1,3,0
485000,2,3,0
486000,1,2,1
487000,1,3,0
488000,2,3,0
489000,1,2,1
490000,1,2,1
491000,2,3,1
492000,1,3,1
493000,1,2,0
494000,1,2,0
495000,1,3,1
496000,1,2,0
497000,1,3,1
498000,1,2,0
499000,1,2,0
500000,2,3,1
501000,1,3,0
502000,1,2,1
503000,1,2,1
504000,2,3,0
505000,1,3,0
506000,1,3,0
507000,1,3,0
508000,1,2,1
509000,1,2,1
510000,1,2,1
511000,1,2,1
512000,1,2,0
513000,1,3,0
514000,1,2,0
515000,2,3,0
516000,1,2,0
517000,1,2,0
518000,1,3,0
519000,1,3,0
520000,2,3,0
521000,1,3,0
522000,2,3,0
523000,2,3,0
524000,1,3,0
525000,1,2,1
526000,2,3,0
527000,1,3,0
528000,1,3,0
529000,2,3,0
530000,1,2,1
531000,1,2,0
532000,1,2,1
533000,2,3,0
534000,1,2,1
535000,1,3,0
536000,1,3,0
537000,2,3,0
538000,2,3,0
539000,1,3,0
540000,2,3,0
541000,2,3,0
542000,1,2,0
543000,2,3,0
544000,1,3,0
545000,1,3,0
546000,1,3,0
547000,1,2,0
548000,1,3,0
549000,1,2,1
550000,1,2,1
551000,1,2,0
552000,1,3,0
553000,1,3,0
554000,1,2,1
555000,2,3,0
556000,1,3,0
557000,1,2,1
558000,2,3,0
559000,1,3,0
560000,1,3,0
561000,1,3,0
562000,1,3,0
563000,1,3,0
564000,2,3,0
565000,1,2,1
566000,2,3,0
567000,2,3,0
568000,2,3,0
569000,1,3,0
570000,1,3,0
571000,1,2,1
572000,2,3,0
573000,1,2,0
574000,2,3,0
575000,2,3,0
576000,1,3,0
577000,2,3,0
578000,2,3,0
579000,2,3,0
580000,1,2,1
581000,1,3,0
582000,2,3,1
583000,1,2,0
584000,2,3,1
585000,2,3,0
586000,1,3,0
587000,1,3,0
588000,1,2,1
589000,1,2,0
590000,1,3,0
591000,1,3,0
592000,1,2,0
593000,1,2,0
594000,1,2,0
595000,2,3,0
596000,1,2,0
597000,1,2,1
598000,1,2,1
599000,1,2,0
600000,1,2,0
601000,2,3,0
602000,2,3,0
603000,2,3,0
604000,2,3,0
605000,1,3,0
606000,1,3,0
607000,2,3,0
608000,2,3,0
609000,2,3,0
610000,1,2,1
611000,1,2,1
612000,2,3,0
613000,1,3,0
614000,2,3,0
615000,1,3,0
616000,1,2,1
617000,2,3,0
618000,1,3,0
619000,2,3,0
620000,2,3,0
621000,1,2,1
622000,1,3,0
623000,2,3,0
624000,1,2,1
625000,1,3,0
626000,1,2,1
627000,1,2,0
628000,2,3,0
629000,1,3,0
630000,1,3,0
631000,2,3,0
632000,1,3,0
633000,2,3,0
634000,1,3,0
635000,1,3,0
636000,2,3,0
637000,1,2,0
638000,2,3,0
639000,2,3,0
640000,1,3,0
641000,2,3,0
642000,1,3,0
643000,1,3,0
644000,1,2,0
645000,1,2,1
646000,1,3,0
647000,1,3,0
648000,1,2,1
649000,1,3,0
650000,1,3,0
651000,1,3,0
652000,1,3,0
653000,2,3,0
654000,2,3,0
655000,1,3,0
656000,2,3,0
657000,1,3,0
658000,1,3,0
659000,1,2,1
660000,1,2,1
661000,1,2,1
