generation,rank_1,rank_2,swapAccepted
1000,1,3,1
2000,1,2,1
3000,1,2,1
4000,1,3,1
5000,1,2,1
6000,2,3,1
7000,1,3,1
8000,1,3,1
9000,1,3,1
10000,2,3,1
11000,2,3,1
12000,1,2,1
13000,2,3,1
14000,1,2,1
15000,1,2,1
16000,1,2,0
17000,1,3,1
18000,1,3,1
19000,1,2,1
20000,2,3,0
21000,1,2,1
22000,1,2,0
23000,1,3,0
24000,1,3,1
25000,1,3,1
26000,1,3,0
27000,2,3,1
28000,1,3,0
29000,1,2,1
30000,1,3,0
31000,1,3,1
32000,1,3,1
33000,1,2,1
34000,1,2,1
35000,1,3,1
36000,2,3,1
37000,2,3,1
38000,2,3,0
39000,2,3,0
40000,1,3,1
41000,2,3,1
42000,1,3,1
43000,1,3,1
44000,2,3,1
45000,1,2,1
46000,2,3,1
47000,1,3,1
48000,1,3,1
49000,2,3,1
50000,1,2,1
51000,1,2,1
52000,1,3,0
53000,2,3,1
54000,1,3,1
55000,1,3,0
56000,2,3,1
57000,1,2,1
58000,2,3,1
59000,1,3,1
60000,1,2,0
61000,1,3,1
62000,1,2,1
63000,2,3,1
64000,1,3,1
65000,1,3,1
66000,1,2,1
67000,1,2,1
68000,1,3,1
69000,1,3,0
70000,1,3,0
71000,1,3,0
72000,2,3,0
73000,1,3,0
74000,2,3,1
75000,1,3,0
76000,1,3,0
77000,2,3,1
78000,2,3,0
79000,1,2,1
80000,2,3,0
81000,2,3,0
82000,2,3,1
83000,1,3,1
84000,2,3,1
85000,1,3,0
86000,1,3,0
87000,1,3,0
88000,1,3,0
89000,1,2,0
90000,1,2,1
91000,2,3,0
92000,1,2,1
93000,1,3,0
94000,2,3,1
95000,2,3,1
96000,2,3,1
97000,1,2,0
98000,1,2,0
99000,2,3,1
100000,2,3,1
101000,2,3,1
102000,2,3,1
103000,1,3,0
104000,2,3,1
105000,1,3,0
106000,1,3,0
107000,2,3,0
108000,2,3,1
109000,1,2,0
110000,1,2,0
111000,1,2,0
112000,1,3,0
113000,1,3,0
114000,1,2,1
115000,2,3,0
116000,2,3,0
117000,2,3,0
118000,1,3,1
119000,2,3,1
120000,1,3,1
121000,1,2,0
122000,1,3,0
123000,1,2,0
124000,2,3,1
125000,1,3,0
126000,2,3,1
127000,2,3,1
128000,1,3,0
129000,1,2,0
130000,2,3,0
131000,2,3,1
132000,1,2,0
133000,2,3,1
134000,1,3,0
135000,1,3,0
136000,2,3,1
137000,1,3,0
138000,2,3,1
139000,1,2,0
140000,2,3,1
141000,1,2,1
142000,2,3,1
143000,1,2,1
144000,1,3,1
145000,1,3,0
146000,1,3,0
147000,2,3,1
148000,2,3,1
149000,2,3,1
150000,1,2,1
151000,2,3,1
152000,1,3,1
153000,1,2,1
154000,1,2,1
155000,2,3,1
156000,1,2,0
157000,1,3,0
158000,1,2,0
159000,1,2,1
160000,1,2,1
161000,1,3,0
162000,1,2,1
163000,1,3,1
164000,1,3,1
165000,1,3,1
166000,1,3,1
167000,2,3,0
168000,2,3,1
169000,1,3,1
170000,1,2,1
171000,1,2,1
172000,1,2,0
173000,1,2,1
174000,1,2,1
175000,2,3,1
176000,1,2,0
177000,1,3,1
178000,1,3,1
179000,1,2,1
180000,2,3,0
181000,1,2,1
182000,1,3,0
183000,2,3,1
184000,1,2,0
185000,1,2,1
186000,2,3,0
187000,1,3,0
188000,2,3,1
189000,1,3,1
190000,1,2,1
191000,1,2,1
192000,2,3,1
193000,1,2,1
194000,1,3,0
195000,1,3,1
196000,2,3,1
197000,2,3,1
198000,1,3,0
199000,2,3,0
200000,1,3,1
201000,2,3,0
202000,2,3,1
203000,2,3,1
204000,2,3,0
205000,1,3,1
206000,2,3,1
207000,2,3,1
208000,1,3,0
209000,1,3,1
210000,1,2,1
211000,1,3,0
212000,1,3,0
213000,1,3,0
214000,2,3,1
215000,2,3,1
216000,1,3,0
217000,1,2,0
218000,2,3,0
219000,1,3,0
220000,1,2,1
221000,2,3,1
222000,1,2,1
223000,1,3,1
224000,2,3,1
225000,1,3,1
226000,1,3,1
227000,1,3,1
228000,1,3,1
229000,1,2,0
230000,1,2,0
231000,1,2,1
232000,1,3,1
233000,1,3,0
234000,1,3,0
235000,2,3,1
236000,1,2,1
237000,1,2,1
238000,1,3,1
239000,1,3,0
240000,1,2,1
241000,2,3,0
242000,1,3,1
243000,2,3,1
244000,1,2,1
245000,2,3,1
246000,1,3,1
247000,2,3,0
248000,1,2,1
249000,1,3,1
250000,1,3,1
251000,2,3,1
252000,1,3,1
253000,1,3,1
254000,2,3,1
255000,1,2,0
256000,2,3,1
257000,2,3,1
258000,1,2,1
259000,2,3,1
260000,1,3,1
261000,1,3,1
262000,2,3,1
263000,2,3,1
264000,1,3,1
265000,1,2,0
266000,1,3,0
267000,1,2,1
268000,1,2,1
269000,1,2,1
270000,1,3,1
271000,1,2,1
272000,1,2,0
273000,2,3,1
274000,1,2,1
275000,2,3,1
276000,1,3,1
277000,1,2,0
278000,1,3,0
279000,1,3,0
280000,2,3,1
281000,2,3,1
282000,2,3,1
283000,2,3,1
284000,2,3,1
285000,1,3,1
286000,2,3,1
287000,2,3,0
288000,2,3,0
289000,1,3,1
290000,1,2,1
291000,2,3,1
292000,2,3,1
293000,1,2,0
294000,1,2,1
295000,2,3,0
296000,1,3,0
297000,1,3,0
298000,2,3,0
299000,1,3,1
300000,1,3,1
301000,2,3,0
302000,2,3,0
303000,1,3,0
304000,1,3,0
305000,1,2,1
306000,1,3,0
307000,1,3,0
308000,1,2,1
309000,1,3,0
310000,1,2,1
311000,2,3,1
312000,2,3,1
313000,2,3,0
314000,2,3,1
315000,1,3,1
316000,1,2,0
317000,1,3,1
318000,1,2,0
319000,2,3,1
320000,1,2,0
321000,1,2,1
322000,1,3,0
323000,2,3,0
324000,1,3,0
325000,1,2,1
326000,1,2,1
327000,1,2,1
328000,2,3,0
329000,1,3,0
330000,1,3,0
331000,2,3,0
332000,1,2,1
333000,1,2,1
334000,1,3,0
335000,2,3,1
336000,2,3,1
337000,2,3,0
338000,1,2,1
339000,2,3,0
340000,1,2,1
341000,1,3,0
342000,2,3,0
343000,1,2,1
344000,2,3,0
345000,1,3,0
346000,1,3,0
347000,1,3,1
348000,1,2,1
349000,2,3,1
350000,1,2,0
351000,1,2,1
352000,1,3,1
353000,1,3,1
354000,1,2,1
355000,1,2,1
356000,2,3,0
357000,2,3,1
358000,2,3,1
359000,1,2,1
360000,1,2,1
361000,1,3,0
362000,2,3,0
363000,2,3,1
364000,1,3,1
365000,2,3,1
366000,1,3,0
367000,2,3,0
368000,1,2,1
369000,1,3,0
370000,1,3,1
371000,1,2,1
372000,1,2,0
373000,2,3,1
374000,1,2,1
375000,1,3,0
376000,2,3,0
377000,1,3,0
378000,2,3,0
379000,1,3,0
380000,2,3,0
381000,2,3,0
382000,2,3,1
383000,2,3,1
384000,2,3,0
385000,2,3,0
386000,1,3,0
387000,1,3,1
388000,1,2,1
389000,1,3,1
390000,2,3,1
391000,1,2,1
392000,1,3,0
393000,1,2,1
394000,1,3,0
395000,2,3,0
396000,1,3,0
397000,1,3,0
398000,1,2,1
399000,1,2,1
400000,1,2,1
401000,1,3,0
402000,2,3,1
403000,1,2,0
404000,1,3,1
405000,1,3,1
406000,2,3,1
407000,2,3,0
408000,2,3,0
409000,1,3,0
410000,1,3,1
411000,1,2,1
412000,2,3,1
413000,1,2,1
414000,1,2,1
415000,1,3,0
416000,1,3,0
417000,1,2,1
418000,1,3,0
419000,1,3,0
420000,1,2,1
421000,1,2,1
422000,1,3,1
423000,1,3,1
424000,2,3,0
425000,1,3,0
426000,1,2,1
427000,2,3,0
428000,1,3,0
429000,1,3,0
430000,1,3,0
431000,1,2,1
432000,2,3,0
433000,1,2,1
434000,1,2,1
435000,2,3,1
436000,2,3,1
437000,1,3,0
438000,1,3,0
439000,2,3,0
440000,2,3,1
441000,1,3,1
442000,1,3,1
443000,1,3,0
444000,1,2,1
445000,1,2,1
446000,1,2,1
447000,1,2,1
448000,1,3,0
449000,1,2,0
450000,1,2,1
451000,2,3,1
452000,1,2,1
453000,1,2,0
454000,1,3,1
455000,1,2,0
456000,2,3,1
457000,1,2,1
458000,1,3,0
459000,1,2,1
460000,1,2,1
461000,1,2,1
462000,1,3,1
463000,2,3,1
464000,2,3,1
465000,1,2,1
466000,1,3,1
467000,2,3,1
468000,1,3,1
469000,1,2,1
470000,2,3,1
471000,1,2,1
472000,1,3,1
473000,2,3,1
474000,2,3,1
475000,2,3,1
476000,1,3,1
477000,1,3,1
478000,1,2,1
479000,2,3,1
480000,1,2,1
481000,1,2,1
482000,1,3,1
483000,2,3,1
484000,1,2,1
485000,1,3,1
486000,1,2,0
487000,1,2,0
488000,1,2,0
489000,1,2,1
490000,1,3,1
491000,1,3,0
492000,1,2,1
493000,1,2,1
494000,1,3,1
495000,1,2,1
496000,2,3,1
497000,1,3,0
498000,1,2,1
499000,2,3,1
500000,1,2,0
501000,1,2,0
502000,1,3,1
503000,1,3,1
504000,2,3,1
505000,2,3,1
506000,1,2,1
507000,2,3,1
508000,1,2,1
509000,1,3,1
510000,1,2,0
511000,2,3,1
512000,1,2,1
513000,2,3,1
514000,1,2,1
515000,2,3,0
516000,1,3,1
517000,1,2,1
518000,1,3,1
519000,1,3,1
520000,1,2,0
521000,1,3,0
522000,2,3,0
523000,2,3,1
524000,2,3,1
525000,1,2,0
526000,1,3,0
527000,1,2,1
528000,2,3,0
529000,1,2,1
530000,1,3,0
531000,1,2,1
532000,2,3,0
533000,1,2,1
534000,1,3,0
535000,1,3,0
536000,2,3,1
537000,1,3,1
538000,2,3,1
539000,2,3,1
540000,1,2,1
541000,1,2,1
542000,1,2,1
543000,1,3,1
544000,2,3,1
545000,1,2,1
546000,2,3,1
547000,1,3,1
548000,1,2,0
549000,2,3,1
550000,2,3,0
551000,1,2,1
552000,2,3,0
553000,2,3,1
554000,1,3,0
555000,1,2,0
556000,1,2,0
557000,1,3,1
558000,1,3,1
559000,2,3,1
560000,1,2,1
561000,2,3,0
562000,1,3,0
563000,1,2,1
564000,2,3,0
565000,1,3,0
566000,1,2,1
567000,1,2,1
568000,2,3,0
569000,1,3,0
570000,2,3,1
571000,1,3,1
572000,2,3,1
573000,1,2,0
574000,1,2,0
575000,1,3,0
576000,1,3,0
577000,1,3,0
578000,1,3,0
579000,1,3,0
580000,2,3,0
581000,1,2,1
582000,2,3,1
583000,1,2,0
584000,1,2,1
585000,2,3,1
586000,1,2,1
587000,1,2,0
588000,2,3,1
589000,1,2,1
590000,2,3,0
591000,1,2,1
592000,1,2,1
593000,2,3,1
594000,2,3,1
595000,1,3,0
596000,1,2,1
597000,2,3,0
598000,2,3,0
599000,2,3,1
600000,2,3,1
601000,1,3,0
602000,1,3,0
603000,2,3,0
604000,2,3,0
605000,1,3,0
606000,1,3,0
607000,1,2,1
608000,1,2,1
609000,2,3,1
610000,1,3,1
611000,1,3,1
612000,2,3,1
613000,2,3,0
614000,1,2,0
615000,1,2,1
616000,1,3,0
617000,1,2,1
618000,1,2,0
619000,1,3,0
620000,1,3,0
621000,1,2,1
622000,2,3,0
623000,1,2,1
624000,1,2,1
625000,1,2,1
626000,2,3,1
627000,1,2,0
628000,1,3,1
629000,2,3,1
630000,1,3,0
631000,2,3,0
632000,1,3,0
633000,2,3,0
634000,2,3,0
635000,2,3,0
636000,1,3,0
637000,1,3,0
638000,2,3,0
639000,1,3,0
640000,2,3,1
641000,1,3,1
642000,1,3,1
643000,1,2,0
644000,2,3,1
645000,1,3,0
646000,1,2,1
647000,1,3,0
648000,1,2,0
649000,2,3,1
650000,1,3,0
651000,1,2,0
652000,1,2,1
653000,2,3,1
654000,1,2,1
655000,1,2,1
656000,2,3,1
657000,1,3,1
658000,1,2,1
659000,1,2,0
660000,2,3,1
661000,1,3,1
662000,1,3,1
663000,1,2,1
664000,1,3,1
665000,2,3,1
666000,1,3,1
667000,1,3,1
668000,2,3,1
669000,1,3,1
670000,1,3,1
671000,1,2,1
672000,1,2,1
673000,1,3,1
674000,2,3,1
675000,1,3,1
676000,1,2,1
677000,2,3,1
678000,1,2,0
679000,1,2,1
680000,2,3,1
681000,1,3,1
682000,1,2,1
683000,2,3,1
684000,1,2,1
685000,1,3,1
686000,1,3,1
687000,1,3,1
688000,1,2,1
689000,1,3,1
690000,2,3,1
691000,2,3,1
692000,1,3,0
693000,1,2,0
694000,1,2,1
695000,1,2,1
696000,2,3,1
697000,1,3,0
698000,1,2,1
699000,1,2,1
