generation,rank_1,rank_2,swapAccepted
1000,1,3,1
2000,1,3,1
3000,1,2,1
4000,2,3,1
5000,1,3,1
6000,1,3,1
7000,1,3,1
8000,1,3,1
9000,2,3,1
10000,1,3,0
11000,1,2,1
12000,1,3,1
13000,2,3,1
14000,1,2,1
15000,2,3,1
16000,1,3,1
17000,2,3,1
18000,2,3,1
19000,2,3,1
20000,1,3,1
21000,2,3,1
22000,1,2,0
23000,1,2,1
24000,1,2,1
25000,2,3,1
26000,1,2,1
27000,1,2,1
28000,2,3,0
29000,1,2,1
30000,1,2,1
31000,1,2,1
32000,2,3,1
33000,1,3,0
34000,1,2,0
35000,1,3,1
36000,2,3,1
37000,2,3,0
38000,1,2,1
39000,2,3,1
40000,2,3,1
41000,1,3,1
42000,1,2,1
43000,1,3,1
44000,2,3,1
45000,1,2,0
46000,1,3,0
47000,1,2,1
48000,1,3,1
49000,1,2,1
50000,1,2,1
51000,2,3,1
52000,2,3,1
53000,2,3,0
54000,1,2,1
55000,1,2,1
56000,1,3,1
57000,2,3,1
58000,1,3,1
59000,2,3,1
60000,2,3,1
61000,1,2,1
62000,1,2,1
63000,1,2,0
64000,2,3,1
65000,1,3,1
66000,1,2,1
67000,1,2,1
68000,1,3,1
69000,1,3,0
70000,1,2,0
71000,2,3,1
72000,1,2,1
73000,1,3,1
74000,2,3,1
75000,1,2,1
76000,1,3,1
77000,1,2,0
78000,1,2,1
79000,1,2,1
80000,1,2,1
81000,1,3,1
82000,1,3,1
83000,2,3,1
84000,2,3,1
85000,1,3,1
86000,2,3,0
87000,2,3,1
88000,1,2,1
89000,1,3,1
90000,2,3,1
91000,2,3,1
92000,1,2,1
93000,1,2,1
94000,1,2,1
95000,2,3,0
96000,1,2,1
97000,1,2,1
98000,1,3,1
99000,2,3,0
100000,2,3,1
101000,2,3,1
102000,1,2,1
103000,1,2,1
104000,2,3,0
105000,1,2,1
106000,1,2,1
107000,1,3,1
108000,2,3,1
109000,1,2,1
110000,1,3,1
111000,1,3,1
112000,1,2,1
113000,1,2,1
114000,1,3,1
115000,2,3,1
116000,1,3,0
117000,1,3,0
118000,2,3,1
119000,1,2,1
120000,2,3,1
121000,1,3,1
122000,1,3,1
123000,1,2,1
124000,1,2,1
125000,1,3,1
126000,1,2,0
127000,2,3,1
128000,1,3,0
129000,1,2,1
130000,1,3,1
131000,2,3,1
132000,1,3,1
